verdict	reason	authoritative	engineSource	resolvedName	resolvedTarget	path
kept	-	auth-kept	program-files	test	D:\Program Files\Git\usr\bin\test.exe	D:\Program Files\Git\usr\bin\test.exe
kept	-	auth-kept	program-files	Java(TM) Platform SE binary	C:\Program Files\Java\jdk-24\bin\jlink.exe	C:\Program Files\Java\jdk-24\bin\jlink.exe
kept	-	auth-kept	program-files	trae	C:\Users\17822\AppData\Local\Programs\Trae CN\bin\trae.cmd	C:\Users\17822\AppData\Local\Programs\Trae CN\bin\trae.cmd
kept	-	auth-kept	program-files	触摸键盘和手写面板	C:\Program Files\Common Files\microsoft shared\ink\TabTip.exe	C:\Program Files\Common Files\microsoft shared\ink\TabTip.exe
filtered	2-excluded-name	auth-filtered	start-menu	Uninstall	D:\Program Files\Live2D Cubism 4.1\uninst.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Live2D Cubism 4.1\Uninstall.lnk
filtered	2-excluded-name	auth-filtered	program-files	Setup/Uninstall	C:\Program Files\Inno Setup 7\unins000.exe	C:\Program Files\Inno Setup 7\unins000.exe
kept	-	auth-kept	program-files	哔哩哔哩PC客户端	D:\Program Files\bilibili\卸载哔哩哔哩.exe	D:\Program Files\bilibili\卸载哔哩哔哩.exe
kept	-	auth-kept	program-files	ls	D:\Program Files\Git\usr\bin\ls.exe	D:\Program Files\Git\usr\bin\ls.exe
kept	-	auth-kept	program-files	pathchk	D:\Program Files\Git\usr\bin\pathchk.exe	D:\Program Files\Git\usr\bin\pathchk.exe
kept	-	auth-kept	program-files	GnuPG’s archive tool	C:\Program Files\GnuPG\bin\gpgtar.exe	C:\Program Files\GnuPG\bin\gpgtar.exe
kept	-	auth-kept	program-files	Client DLL Surrogate Host	C:\Program Files\Microsoft Office\root\Client\AppVDllSurrogate32.exe	C:\Program Files\Microsoft Office\root\Client\AppVDllSurrogate32.exe
filtered	2-excluded-name	auth-filtered	program-files	Inno Setup Command-Line Compiler	C:\Program Files\Inno Setup 7\ISCC.exe	C:\Program Files\Inno Setup 7\ISCC.exe
kept	-	auth-kept	program-files	Wish Application	D:\Program Files\Git\mingw64\bin\wish.exe	D:\Program Files\Git\mingw64\bin\wish.exe
kept	-	auth-kept	start-menu	Visual Studio 2008 远程调试器配置向导	C:\Program Files (x86)\Microsoft Visual Studio 9.0\Common7\IDE\rdbgwiz.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft Visual Studio 2008\Visual Studio Tools\Visual Studio 2008 远程调试器配置向导.lnk
kept	-	auth-kept	program-files	AsusScreenXpertWelcomeFlow	C:\Program Files\ASUS\AsusScreenXpert\AsusScreenXpertWelcomeFlow.exe	C:\Program Files\ASUS\AsusScreenXpert\AsusScreenXpertWelcomeFlow.exe
kept	-	auth-kept	start-menu	Launches IDLE, the interactive environment for Python 3.14.	C:\Users\17822\AppData\Local\Programs\Python\Python314\pythonw.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Python 3.14\IDLE (Python 3.14 64-bit).lnk
filtered	5-system-tool	auth-filtered	program-files	Windows 媒体播放器	C:\Program Files\Windows Media Player\wmplayer.exe	C:\Program Files\Windows Media Player\wmplayer.exe
kept	-	auth-kept	program-files	steamerrorreporter.exe	C:\Program Files (x86)\Common Files\Steam\steamerrorreporter.exe	C:\Program Files (x86)\Common Files\Steam\steamerrorreporter.exe
kept	-	auth-kept	program-files	comregister	C:\Program Files\AndrowsBox\comregister.cmd	C:\Program Files\AndrowsBox\comregister.cmd
kept	-	auth-kept	program-files	Microsoft Edge	C:\Program Files (x86)\Microsoft\EdgeCore\Optimized\notification_helper.exe	C:\Program Files (x86)\Microsoft\EdgeCore\Optimized\notification_helper.exe
kept	-	auth-kept	program-files	FvContainer.System	C:\Program Files\NVIDIA Corporation\FrameViewSDK\FvContainer\FvContainer.System.exe	C:\Program Files\NVIDIA Corporation\FrameViewSDK\FvContainer\FvContainer.System.exe
kept	-	auth-kept	program-files	Part of elevator/launcher UAC IntelliJ kit. 	C:\Program Files\Android\Android Studio\bin\elevator.exe	C:\Program Files\Android\Android Studio\bin\elevator.exe
kept	-	auth-kept	start-menu	原神	D:\Program Files\Genshin Impact\launcher.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\原神\原神.lnk
filtered	2-excluded-name	auth-filtered	program-files	Visual Basic 8 Keyword Upgrade Tool	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\vb7to8.exe	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\vb7to8.exe
kept	-	auth-kept	program-files	原神	D:\Program Files\Genshin Impact bilibili\1.18.0.380\launcher.exe	D:\Program Files\Genshin Impact bilibili\1.18.0.380\launcher.exe
kept	-	auth-kept	program-files	TRAE SOLO CN	C:\Users\17822\AppData\Local\Programs\TRAE SOLO CN\TRAE SOLO CN.exe	C:\Users\17822\AppData\Local\Programs\TRAE SOLO CN\TRAE SOLO CN.exe
filtered	2-excluded-name	auth-filtered	program-files	SUPInstall	C:\Program Files\ldplayer9box\SUPInstall.exe	C:\Program Files\ldplayer9box\SUPInstall.exe
kept	-	auth-kept	program-files	Ollama	C:\Users\17822\AppData\Local\Programs\Ollama\ollama app.exe	C:\Users\17822\AppData\Local\Programs\Ollama\lib\Ollama.lnk
filtered	2-excluded-name	auth-filtered	program-files	360通用下载	C:\Program Files (x86)\360\360safe\Utils\ModuleUpdate.exe	C:\Program Files (x86)\360\360safe\Utils\ModuleUpdate.exe
kept	-	auth-kept	program-files	Java(TM) Platform SE binary	C:\Program Files\Java\jdk-17\bin\jar.exe	C:\Program Files\Java\jdk-17\bin\jar.exe
filtered	5-system-tool	auth-filtered	start-menu	Open Visual Studio 2022 Tools PowerShell	C:\Windows\SysWOW64\WindowsPowerShell\v1.0\powershell.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Visual Studio 2022\Visual Studio Tools\Developer PowerShell for VS 2022.lnk
kept	-	auth-kept	program-files	Microsoft(C) Register Server	C:\Program Files\ldplayer9box\regsvr32_x64.exe	C:\Program Files\ldplayer9box\regsvr32_x64.exe
filtered	2-excluded-name	auth-filtered	program-files	Setup/Uninstall	D:\Program Files\Medibang\MediBang Paint Pro\unins000.exe	D:\Program Files\Medibang\MediBang Paint Pro\unins000.exe
filtered	2-excluded-name	auth-filtered	program-files	uninstall	C:\Program Files\Android\Android Studio\uninstall.exe	C:\Program Files\Android\Android Studio\uninstall.exe
kept	-	auth-kept	program-files	Add-in Express .NET Registrator	C:\Program Files (x86)\iSlide Tools\adxregistrator.exe	C:\Program Files (x86)\iSlide Tools\adxregistrator.exe
filtered	2-excluded-name	auth-filtered	start-menu	Proteus Help	C:\Program Files (x86)\Labcenter Electronics\Proteus 8 Professional\HELP\pds.chm	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Proteus 8 Professional\Proteus Help.lnk
kept	-	auth-kept	program-files	Java(TM) Platform SE binary	C:\Program Files\Java\jdk-17\bin\rmiregistry.exe	C:\Program Files\Java\jdk-17\bin\rmiregistry.exe
kept	-	auth-kept	program-files	npx	D:\Program Files\nodejs\npx.cmd	D:\Program Files\nodejs\npx.cmd
filtered	5-system-tool	auth-filtered	program-files	图像处理设备控制面板	C:\Program Files\Windows Photo Viewer\ImagingDevices.exe	C:\Program Files\Windows Photo Viewer\ImagingDevices.exe
filtered	2-excluded-name	auth-filtered	program-files	VSInstallerElevationService	C:\Program Files (x86)\Microsoft Visual Studio\Installer\VSInstallerElevationService.exe	C:\Program Files (x86)\Microsoft Visual Studio\Installer\VSInstallerElevationService.exe
filtered	2-excluded-name	auth-filtered	start-menu	皮肤下载	D:\Program Files (x86)\SogouInput\16.8.0.5194\Sogou Skin.url	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\搜狗输入法\链接\皮肤下载.lnk
kept	-	auth-kept	program-files	Office Telemetry Log	C:\Program Files\Microsoft Office\root\Office16\msoev.exe	C:\Program Files\Microsoft Office\root\Office16\msoev.exe
kept	-	auth-kept	program-files	VirtualBox Virtual Disk Utility	C:\Program Files\ldplayer9box\vbox-img.exe	C:\Program Files\ldplayer9box\vbox-img.exe
kept	-	auth-kept	start-menu	Shortcut to GPUView	C:\Program Files (x86)\Windows Kits\10\Windows Performance Toolkit\gpuview\GPUView.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows Kits\Windows Performance Toolkit\GPUView.lnk
kept	-	auth-kept	program-files	tig	D:\Program Files\Git\usr\bin\tig.exe	D:\Program Files\Git\usr\bin\tig.exe
kept	-	auth-kept	program-files	FvContainer	C:\Program Files\NVIDIA Corporation\FrameViewSDK\FvContainer\FvContainer.exe	C:\Program Files\NVIDIA Corporation\FrameViewSDK\FvContainer\FvContainer.exe
kept	-	auth-kept	program-files	Blizzard Browser	C:\Program Files (x86)\Hearthstone\Hearthstone_Data\BlizzardBrowser\BlizzardBrowser.exe	C:\Program Files (x86)\Hearthstone\Hearthstone_Data\BlizzardBrowser\BlizzardBrowser.exe
kept	-	auth-kept	start-menu	Git Bash	D:\Program Files\Git\git-bash.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Git\Git Bash.lnk
kept	-	auth-kept	program-files	Microsoft Product Activation	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\StorePID.exe	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\StorePID.exe
filtered	5-system-tool	auth-filtered	start-menu	管理远程桌面会话主机或远程桌面虚拟化主机服务器的授权	C:\WINDOWS\system32\licmgr.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Remote Desktop Services\RD Licensing Manager.lnk
kept	-	auth-kept	program-files	NVIDIA App	C:\Program Files\NVIDIA Corporation\NVIDIA app\CEF\NVIDIA Overlay.exe	C:\Program Files\NVIDIA Corporation\NVIDIA app\CEF\NVIDIA Overlay.exe
kept	-	auth-kept	program-files	Firefox	C:\Program Files\Mozilla Firefox\firefox.exe	C:\Program Files\Mozilla Firefox\firefox.exe
filtered	5-system-tool	auth-filtered	program-files	Microsoft Data Loss Prevention MIP Agent	C:\Program Files\Windows Defender\MipDlp.exe	C:\Program Files\Windows Defender\MipDlp.exe
kept	-	auth-kept	start-menu	运行 Kleopatra 密钥管理工具。	C:\Program Files\Gpg4win\bin\kleopatra.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Kleopatra.lnk
kept	-	auth-kept	program-files	GnuPG’s public key daemon	C:\Program Files\GnuPG\bin\keyboxd.exe	C:\Program Files\GnuPG\bin\keyboxd.exe
kept	-	auth-kept	program-files	rview	D:\Program Files\Git\usr\bin\rview.exe	D:\Program Files\Git\usr\bin\rview.exe
kept	-	auth-kept	program-files	dta	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\DTA.EXE	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\DTA.EXE
filtered	5-system-tool	auth-filtered	start-menu	Open Visual Studio 2022 Tools Command Prompt for targeting x86 with x64-hosted tools	C:\Windows\System32\cmd.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Visual Studio 2022\Visual Studio Tools\VC\x64_x86 Cross Tools Command Prompt for VS 2022.lnk
kept	-	auth-kept	program-files	AsIO3 Driver	C:\Program Files (x86)\ASUS\AsusCertService\1.2.40\AsusCertService.exe	C:\Program Files (x86)\ASUS\AsusCertService\1.2.40\AsusCertService.exe
