verdict	reason	authoritative	engineSource	resolvedName	resolvedTarget	path
kept	-	auth-kept	program-files	sexp-conv	D:\Program Files\Git\mingw64\bin\sexp-conv.exe	D:\Program Files\Git\mingw64\bin\sexp-conv.exe
kept	-	auth-kept	program-files	UNINST	C:\Program Files\Canon\Canon IJ Printer Assistant Tool\uninst.exe	C:\Program Files\Canon\Canon IJ Printer Assistant Tool\uninst.exe
kept	-	auth-kept	program-files	gpg-error	C:\Program Files\Gpg4win\bin\gpg-error.exe	C:\Program Files\Gpg4win\bin\gpg-error.exe
kept	-	auth-kept	program-files	crashpad_handler	D:\Program Files\Tencent\Weixin\4.1.13.65\crashpad_handler.exe	D:\Program Files\Tencent\Weixin\4.1.13.65\crashpad_handler.exe
kept	-	auth-kept	program-files	鹰角启动器	C:\Program Files\Hypergryph Launcher\Launcher.exe	C:\Program Files\Hypergryph Launcher\Launcher.exe
kept	-	auth-kept	program-files	WiX Toolset Bootstrapper	C:\Program Files (x86)\WiX Toolset v3.11\bin\x86\burn.exe	C:\Program Files (x86)\WiX Toolset v3.11\bin\x86\burn.exe
filtered	2-excluded-name	auth-filtered	program-files	Manages coordination of Microsoft Office products and their related installs and updates	C:\Program Files\Common Files\microsoft shared\ClickToRun\officesvcmgr.exe	C:\Program Files\Common Files\microsoft shared\ClickToRun\officesvcmgr.exe
kept	-	auth-kept	program-files	desktop-launcher	C:\Program Files\Mozilla Firefox\desktop-launcher\desktop-launcher.exe	C:\Program Files\Mozilla Firefox\desktop-launcher\desktop-launcher.exe
kept	-	auth-kept	program-files	b2sum	D:\Program Files\Git\usr\bin\b2sum.exe	D:\Program Files\Git\usr\bin\b2sum.exe
kept	-	auth-kept	program-files	PuTTY SSH authentication agent	D:\Program Files\PuTTY\pageant.exe	D:\Program Files\PuTTY\pageant.exe
kept	-	auth-kept	program-files	Randpkt	D:\Program Files\Wireshark\randpkt.exe	D:\Program Files\Wireshark\randpkt.exe
filtered	2-excluded-name	auth-filtered	start-menu	SQL Server 2022 数据质量服务器安装程序	C:\Program Files\Microsoft SQL Server\MSSQL16.SQLSEVER\MSSQL\Binn\DQSInstaller.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Microsoft SQL Server 2022\Data Quality Services\SQL Server 2022 数据质量服务器安装程序.lnk
filtered	5-system-tool	auth-filtered	start-menu	创建恢复驱动器	C:\WINDOWS\system32\RecoveryDrive.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\RecoveryDrive.lnk
kept	-	auth-kept	program-files	sha1sum	C:\Program Files\Gpg4win\bin\sha1sum.exe	C:\Program Files\Gpg4win\bin\sha1sum.exe
kept	-	auth-kept	program-files	IISExpressAdminCmd	C:\Program Files\IIS Express\IisExpressAdminCmd.exe	C:\Program Files\IIS Express\IisExpressAdminCmd.exe
kept	-	auth-kept	program-files	combine_lang_model	C:\Program Files\Tesseract-OCR\combine_lang_model.exe	C:\Program Files\Tesseract-OCR\combine_lang_model.exe
kept	-	auth-kept	program-files	gpgconf	D:\Program Files\Git\usr\bin\gpgconf.exe	D:\Program Files\Git\usr\bin\gpgconf.exe
kept	-	auth-kept	program-files	Command-line SCP/SFTP client	D:\Program Files\PuTTY\pscp.exe	D:\Program Files\PuTTY\pscp.exe
kept	-	auth-kept	program-files	图像处理设备控制面板	C:\Program Files (x86)\Windows Photo Viewer\ImagingDevices.exe	C:\Program Files (x86)\Windows Photo Viewer\ImagingDevices.exe
kept	-	auth-kept	start-menu	IJ Printer Assistant Tool	C:\Program Files\Canon\Canon IJ Printer Assistant Tool\cnmpaui.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Canon Utilities\IJ Printer Assistant Tool\IJ Printer Assistant Tool.lnk
kept	-	auth-kept	program-files	Java(TM) Platform SE binary	C:\Program Files\Java\jdk-17\bin\jrunscript.exe	C:\Program Files\Java\jdk-17\bin\jrunscript.exe
kept	-	auth-kept	program-files	gpgsplit	D:\Program Files\Git\usr\bin\gpgsplit.exe	D:\Program Files\Git\usr\bin\gpgsplit.exe
filtered	2-excluded-name	auth-filtered	program-files	RLSInstallAction	C:\Program Files (x86)\ASUS\ASUS\ROG Live Service\RLSInstallAction.exe	C:\Program Files (x86)\ASUS\ASUS\ROG Live Service\RLSInstallAction.exe
filtered	5-system-tool	auth-filtered	program-files	Windows Defender Advanced Threat Protection Security Configuration Module	C:\Program Files\Windows Defender Advanced Threat Protection\SenseCM.exe	C:\Program Files\Windows Defender Advanced Threat Protection\SenseCM.exe
kept	-	auth-kept	program-files	Okular - GnuPG Edition	C:\Program Files\Gpg4win\bin\okular.exe	C:\Program Files\Gpg4win\bin\okular.exe
kept	-	auth-kept	program-files	pandoc	C:\Program Files (x86)\Pandoc\pandoc.exe	C:\Program Files (x86)\Pandoc\pandoc.exe
filtered	2-excluded-name	auth-filtered	program-files	LayerManager Support	C:\Program Files (x86)\ASUS\ASUS\AURA lighting effect add-on x64\LM_Support.exe	C:\Program Files (x86)\ASUS\ASUS\AURA lighting effect add-on x64\LM_Support.exe
filtered	5-system-tool	auth-filtered	program-files	Antimalware Service Executable	C:\Program Files\Windows Defender\MsMpEng.exe	C:\Program Files\Windows Defender\MsMpEng.exe
filtered	2-excluded-name	auth-filtered	program-files	Asus ROG software product installation verifier.	C:\Program Files (x86)\ASUS\ASUS\Aac_NBDT\AsusInstallVerifier.exe	C:\Program Files (x86)\ASUS\ASUS\Aac_NBDT\AsusInstallVerifier.exe
kept	-	auth-kept	program-files	7-Zip Console	D:\Program Files\Genshin Impact\7z.exe	D:\Program Files\Genshin Impact\7z.exe
kept	-	auth-kept	program-files	Windows 媒体播放器启动程序	C:\Program Files (x86)\Windows Media Player\wmlaunch.exe	C:\Program Files (x86)\Windows Media Player\wmlaunch.exe
kept	-	auth-kept	program-files	frcode	D:\Program Files\Git\usr\libexec\frcode.exe	D:\Program Files\Git\usr\libexec\frcode.exe
kept	-	auth-kept	start-menu	NVIDIA App	C:\Program Files\NVIDIA Corporation\NVIDIA app\CEF\NVIDIA App.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\NVIDIA Corporation\NVIDIA App.lnk
kept	-	auth-kept	program-files	MyProg	C:\Program Files\Inno Setup 7\Examples\MyProg.exe	C:\Program Files\Inno Setup 7\Examples\MyProg.exe
kept	-	auth-kept	program-files	gpgolkeyadder	C:\Program Files\Gpg4win\bin\gpgolkeyadder.exe	C:\Program Files\Gpg4win\bin\gpgolkeyadder.exe
kept	-	auth-kept	program-files	Inspect VHD Dialog	C:\Program Files\Hyper-V\InspectVhdDialog.exe	C:\Program Files\Hyper-V\InspectVhdDialog.exe
kept	-	auth-kept	program-files	WiX Toolset Validator	C:\Program Files (x86)\WiX Toolset v3.11\bin\smoke.exe	C:\Program Files (x86)\WiX Toolset v3.11\bin\smoke.exe
kept	-	auth-kept	program-files	dd	D:\Program Files\Git\usr\bin\dd.exe	D:\Program Files\Git\usr\bin\dd.exe
filtered	2-excluded-name	auth-filtered	program-files	7-Zip Uninstaller ZS	C:\Program Files\7-Zip-Zstandard\Uninstall.exe	C:\Program Files\7-Zip-Zstandard\Uninstall.exe
kept	-	auth-kept	program-files	CubismViewer4	D:\Program Files\Live2D Cubism 4.1\CubismViewer4.exe	D:\Program Files\Live2D Cubism 4.1\CubismViewer4.exe
kept	-	auth-kept	program-files	An vm application	C:\Users\17822\AppData\Local\Programs\vm\Uninstall vm.exe	C:\Users\17822\AppData\Local\Programs\vm\Uninstall vm.exe
kept	-	auth-kept	program-files	米哈游启动器	D:\Program Files\miHoYo Launcher\uninstall.exe	D:\Program Files\miHoYo Launcher\uninstall.exe
kept	-	auth-kept	start-menu	Live2D Cubism Viewer 4.1	D:\Program Files\Live2D Cubism 4.1\CubismViewer4.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Live2D Cubism 4.1\Live2D Cubism Viewer 4.1.lnk
kept	-	auth-kept	program-files	gpgv	D:\Program Files\Git\usr\bin\gpgv.exe	D:\Program Files\Git\usr\bin\gpgv.exe
kept	-	auth-kept	program-files	md5sum	D:\Program Files\Git\usr\bin\md5sum.exe	D:\Program Files\Git\usr\bin\md5sum.exe
kept	-	auth-kept	program-files	catalina	C:\Program Files\Apache Software Foundation\Tomcat 11.0\bin\catalina.bat	C:\Program Files\Apache Software Foundation\Tomcat 11.0\bin\catalina.bat
kept	-	auth-kept	program-files	true	D:\Program Files\Git\usr\bin\true.exe	D:\Program Files\Git\usr\bin\true.exe
kept	-	auth-kept	program-files	buddycn	C:\Users\17822\AppData\Local\Programs\CodeBuddy CN\bin\buddycn.cmd	C:\Users\17822\AppData\Local\Programs\CodeBuddy CN\bin\buddycn.cmd
kept	-	auth-kept	program-files	sort	D:\Program Files\Git\usr\bin\sort.exe	D:\Program Files\Git\usr\bin\sort.exe
filtered	2-excluded-name	auth-filtered	program-files	ASUS Device Helper Setup Tool	C:\Program Files\ASUS\ASUS Device Helper\Setup_tool.exe	C:\Program Files\ASUS\ASUS Device Helper\Setup_tool.exe
filtered	2-excluded-name	auth-filtered	program-files	!Uninstall iSlideTools	C:\Program Files (x86)\iSlide Tools\!Uninstall iSlideTools.bat	C:\Program Files (x86)\iSlide Tools\!Uninstall iSlideTools.bat
filtered	2-excluded-name	auth-filtered	start-menu	View the Python 3.14 documentation.	C:\Users\17822\AppData\Local\Programs\Python\Python314\Doc\html\index.html	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Python 3.14\Python 3.14 Manuals (64-bit).lnk
filtered	2-excluded-name	auth-filtered	program-files	Mascot Setup	C:\Program Files\ASUS\Virtual Pet\Setup.exe	C:\Program Files\ASUS\Virtual Pet\Setup.exe
kept	-	auth-kept	program-files	SsmsMin	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\SsmsMin.exe	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\IDE\SsmsMin.exe
kept	-	auth-kept	program-files	Packet Tracer Executable	D:\Program Files\Cisco Packet Tracer 8.2.2\bin\PacketTracer.exe	D:\Program Files\Cisco Packet Tracer 8.2.2\bin\PacketTracer.exe
filtered	2-excluded-name	auth-filtered	start-menu	卸载异环	D:\Neverness To Everness\uninst.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\异环\卸载异环.lnk
kept	-	auth-kept	program-files	Microsoft Application Virtualization Client Shell Notifier	C:\Program Files\Common Files\microsoft shared\ClickToRun\AppVShNotify.exe	C:\Program Files\Common Files\microsoft shared\ClickToRun\AppVShNotify.exe
kept	-	auth-kept	program-files	ssh-keyscan	D:\Program Files\Git\usr\bin\ssh-keyscan.exe	D:\Program Files\Git\usr\bin\ssh-keyscan.exe
kept	-	auth-kept	program-files	MD5校验工具	C:\Program Files (x86)\360\360zip\360FileChecker.exe	C:\Program Files (x86)\360\360zip\360FileChecker.exe
kept	-	auth-kept	program-files	Python	C:\Users\17822\AppData\Local\Programs\Python\Python314\pythonw.exe	C:\Users\17822\AppData\Local\Programs\Python\Python314\pythonw.exe
kept	-	auth-kept	start-menu	Hyper-V 快速创建可用于从一个特选的虚拟机图像库中快速创建虚拟机。	C:\Program Files\Hyper-V\VMCreate.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\VMCreate.lnk
kept	-	auth-kept	program-files	AsIO3 Driver	C:\Program Files (x86)\ASUS\AsusCertService\1.3.2\AsusCertService.exe	C:\Program Files (x86)\ASUS\AsusCertService\1.3.2\AsusCertService.exe
filtered	2-excluded-name	auth-filtered	program-files	autostart-helper	C:\Program Files (x86)\VMware\VMware Workstation\autostart-helper.exe	C:\Program Files (x86)\VMware\VMware Workstation\autostart-helper.exe
kept	-	auth-kept	program-files	VMware VMnet DHCP service	C:\Program Files (x86)\VMware\VMware Workstation\VMnetDHCP.exe	C:\Program Files (x86)\VMware\VMware Workstation\VMnetDHCP.exe
kept	-	auth-kept	program-files	Canon IJ Scan Utility MAPI	C:\Program Files (x86)\Canon\IJ Scan Utility\MAPI.exe	C:\Program Files (x86)\Canon\IJ Scan Utility\MAPI.exe
kept	-	auth-kept	program-files	PWA Identity Proxy Host	C:\Program Files (x86)\Microsoft\EdgeCore\153.0.4234.32\identity_helper.exe	C:\Program Files (x86)\Microsoft\EdgeCore\153.0.4234.32\identity_helper.exe
kept	-	auth-kept	program-files	360安全卫士 系统修复图标扫描模块	C:\Program Files (x86)\360\360zip\360DeskAna.exe	C:\Program Files (x86)\360\360zip\360DeskAna.exe
kept	-	auth-kept	program-files	brotli	D:\Program Files\Git\mingw64\bin\brotli.exe	D:\Program Files\Git\mingw64\bin\brotli.exe
kept	-	auth-kept	program-files	docker-pass	C:\Program Files\Docker\cli-plugins\docker-pass.exe	C:\Program Files\Docker\cli-plugins\docker-pass.exe
kept	-	auth-kept	program-files	view	D:\Program Files\Git\usr\bin\view.exe	D:\Program Files\Git\usr\bin\view.exe
filtered	4-not-executable-target	auth-filtered	start-menu	Sample desktop apps	C:\Program Files (x86)\Windows Kits\10\Shortcuts\DesktopAppsSamples.url	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows Kits\Windows Software Development Kit\Sample Desktop Apps.lnk
kept	-	auth-kept	program-files	Canon IJ Scan Utility SETEVENT	C:\Program Files (x86)\Canon\IJ Scan Utility\SETEVENT.exe	C:\Program Files (x86)\Canon\IJ Scan Utility\SETEVENT.exe
kept	-	auth-kept	program-files	Captype	D:\Program Files\Wireshark\captype.exe	D:\Program Files\Wireshark\captype.exe
kept	-	auth-kept	program-files	dirname	D:\Program Files\Git\usr\bin\dirname.exe	D:\Program Files\Git\usr\bin\dirname.exe
kept	-	auth-kept	program-files	Proteus 8 Application Framework	C:\Program Files (x86)\Labcenter Electronics\Proteus 8 Professional\BIN\PDS.EXE	C:\Program Files (x86)\Labcenter Electronics\Proteus 8 Professional\BIN\PDS.EXE
filtered	4-not-executable-target	auth-filtered	start-menu	FAQ	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Tesseract-OCR\FAQ.lnk	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Tesseract-OCR\FAQ.lnk
kept	-	auth-kept	program-files	GlideX Wireless Service	C:\Program Files\ASUS\GlideX\GlideXNear\GlideXWirelessService.exe	C:\Program Files\ASUS\GlideX\GlideXNear\GlideXWirelessService.exe
kept	-	auth-kept	program-files	Microsoft Edge PWA Launcher	C:\Program Files (x86)\Microsoft\EdgeCore\Optimized\msedge_pwa_launcher.exe	C:\Program Files (x86)\Microsoft\EdgeCore\Optimized\msedge_pwa_launcher.exe
kept	-	auth-kept	start-menu	Ollama	C:\Users\17822\AppData\Local\Programs\Ollama\ollama app.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Ollama\Ollama.lnk
kept	-	auth-kept	start-menu	迅雷	D:\Program Files (x86)\Thunder Network\Thunder\Program\ThunderStart.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\迅雷软件\迅雷\迅雷.lnk
kept	-	auth-kept	program-files	VirtualBox Balloon Control Tool	C:\Program Files\ldplayer9box\VBoxBalloonCtrl.exe	C:\Program Files\ldplayer9box\VBoxBalloonCtrl.exe
kept	-	auth-kept	program-files	截屏工具	C:\Program Files (x86)\360\360safe\Utils\360ScreenCapture.exe	C:\Program Files (x86)\360\360safe\Utils\360ScreenCapture.exe
kept	-	auth-kept	program-files	Microsoft Edge	C:\Program Files (x86)\Microsoft\EdgeCore\152.0.4191.66\elevated_tracing_service.exe	C:\Program Files (x86)\Microsoft\EdgeCore\152.0.4191.66\elevated_tracing_service.exe
filtered	5-system-tool	auth-filtered	start-menu	配置为 Windows 计算机提供增强网络安全的策略。	C:\WINDOWS\system32\WF.msc	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Windows Defender Firewall with Advanced Security.lnk
kept	-	auth-kept	program-files	360安全卫士 隔离沙箱模块	C:\Program Files (x86)\360\360safe\ipc\360boxmain.exe	C:\Program Files (x86)\360\360safe\ipc\360boxmain.exe
kept	-	auth-kept	program-files	GnuPG’s private key daemon	C:\Program Files\GnuPG\bin\gpg-agent.exe	C:\Program Files\GnuPG\bin\gpg-agent.exe
filtered	2-excluded-name	auth-filtered	program-files	帮助与反馈	C:\Program Files (x86)\360\360safe\Utils\360Feedback.exe	C:\Program Files (x86)\360\360safe\Utils\360Feedback.exe
filtered	5-system-tool	auth-filtered	start-menu	显示屏幕键盘，它可以用鼠标或者切换输入设备来控制。	C:\WINDOWS\system32\osk.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessibility\On-Screen Keyboard.lnk
kept	-	auth-kept	program-files	Microsoft Lync	C:\Program Files\Microsoft Office\root\Office16\lynchtmlconv.exe	C:\Program Files\Microsoft Office\root\Office16\lynchtmlconv.exe
kept	-	auth-kept	start-menu	PSFTP	D:\Program Files\PuTTY\psftp.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\PuTTY (64-bit)\PSFTP.lnk
filtered	2-excluded-name	auth-filtered	program-files	ArmouryCrate.Uninstaller	C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.Uninstaller.exe	C:\Program Files\ASUS\ARMOURY CRATE Service\ArmouryCrate.Uninstaller.exe
kept	-	auth-kept	program-files	vnetsniffer application	C:\Program Files (x86)\VMware\VMware Workstation\vnetsniffer.exe	C:\Program Files (x86)\VMware\VMware Workstation\vnetsniffer.exe
kept	-	auth-kept	start-menu	个人空间盘	C:\Program Files (x86)\ASUS\PersonalStorage\PersonalStorage.Shell.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\个人空间盘.lnk
kept	-	auth-kept	program-files	chattr	D:\Program Files\Git\usr\bin\chattr.exe	D:\Program Files\Git\usr\bin\chattr.exe
filtered	2-excluded-name	auth-filtered	program-files	360安全卫士在线安装程序	C:\Program Files (x86)\360\360zip\360zipInst.exe	C:\Program Files (x86)\360\360zip\360zipInst.exe
kept	-	auth-kept	program-files	dash	D:\Program Files\Git\usr\bin\dash.exe	D:\Program Files\Git\usr\bin\dash.exe
kept	-	auth-kept	program-files	ASUS ScreenXpert	C:\Program Files\ASUS\AsusScreenXpert\AsusScreenXpertUserUI.exe	C:\Program Files\ASUS\AsusScreenXpert\AsusScreenXpertUserUI.exe
kept	-	auth-kept	program-files	GnuPG: The GNU Privacy Guard for Windows	C:\Program Files\GnuPG\gnupg-uninstall.exe	C:\Program Files\GnuPG\gnupg-uninstall.exe
kept	-	auth-kept	program-files	VMware Workstation VMX	C:\Program Files (x86)\VMware\VMware Workstation\x64\vmware-vmx-debug.exe	C:\Program Files (x86)\VMware\VMware Workstation\x64\vmware-vmx-debug.exe
kept	-	auth-kept	program-files	Java(TM) Platform SE binary	C:\Program Files\Java\jdk-24\bin\javaw.exe	C:\Program Files\Java\jdk-24\bin\javaw.exe
filtered	5-system-tool	auth-filtered	start-menu	Windows 工具	C:\WINDOWS\system32\control.exe	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Administrative Tools.lnk
kept	-	auth-kept	program-files	pinentry-w32	C:\Program Files\Gpg4win\bin\pinentry-w32.exe	C:\Program Files\Gpg4win\bin\pinentry-w32.exe
kept	-	auth-kept	program-files	cksum	D:\Program Files\Git\usr\bin\cksum.exe	D:\Program Files\Git\usr\bin\cksum.exe
kept	-	auth-kept	program-files	Tuanjie.Licensing.Client	D:\Program Files\Tuanjie Hub\TuanjieLicensingClient_V1\Tuanjie.Licensing.Client.exe	D:\Program Files\Tuanjie Hub\TuanjieLicensingClient_V1\Tuanjie.Licensing.Client.exe
kept	-	auth-kept	program-files	Docker Desktop Launcher	C:\Program Files\Docker\Docker\Docker Desktop.exe	C:\Program Files\Docker\Docker\Docker Desktop.exe
filtered	2-excluded-name	auth-filtered	program-files	!Install iSlideTools as Admin	C:\Program Files (x86)\iSlide Tools\!Install iSlideTools as Admin.bat	C:\Program Files (x86)\iSlide Tools\!Install iSlideTools as Admin.bat
kept	-	auth-kept	program-files	unix2mac	D:\Program Files\Git\usr\bin\unix2mac.exe	D:\Program Files\Git\usr\bin\unix2mac.exe
filtered	2-excluded-name	auth-filtered	program-files	VSCode Inno Updater	C:\Users\17822\AppData\Local\Programs\Microsoft VS Code\88e44fa0e0\tools\inno_updater.exe	C:\Users\17822\AppData\Local\Programs\Microsoft VS Code\88e44fa0e0\tools\inno_updater.exe
kept	-	auth-kept	program-files	原神	D:\Program Files\Genshin Impact bilibili\uninstall.exe	D:\Program Files\Genshin Impact bilibili\uninstall.exe
filtered	2-excluded-name	auth-filtered	program-files	NetAdpInstall	C:\Program Files\ldplayer9box\NetAdpInstall.exe	C:\Program Files\ldplayer9box\NetAdpInstall.exe
kept	-	auth-kept	program-files	mkfifo	D:\Program Files\Git\usr\bin\mkfifo.exe	D:\Program Files\Git\usr\bin\mkfifo.exe
kept	-	auth-kept	program-files	winpty	D:\Program Files\Git\usr\bin\winpty.exe	D:\Program Files\Git\usr\bin\winpty.exe
kept	-	auth-kept	program-files	Microsoft Visual Studio Tools for Applications 2.0	C:\Program Files (x86)\Microsoft Visual Studio 9.0\Common7\IDE\vsta.exe	C:\Program Files (x86)\Microsoft Visual Studio 9.0\Common7\IDE\vsta.exe
filtered	4-not-executable-target	auth-filtered	start-menu	360压缩官网	C:\Program Files (x86)\360\360zip\360压缩官网.url	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\360压缩\360压缩官网.lnk
kept	-	auth-kept	program-files	Windows Contacts	C:\Program Files (x86)\Windows Mail\wab.exe	C:\Program Files (x86)\Windows Mail\wab.exe
kept	-	auth-kept	program-files	ssh-add	D:\Program Files\Git\usr\bin\ssh-add.exe	D:\Program Files\Git\usr\bin\ssh-add.exe
kept	-	auth-kept	program-files	VirtualBox DHCP Server	C:\Program Files\AndrowsBox\VBoxNetDHCP.exe	C:\Program Files\AndrowsBox\VBoxNetDHCP.exe
kept	-	auth-kept	program-files	WiX Toolset Patch Builder	C:\Program Files (x86)\WiX Toolset v3.11\bin\pyro.exe	C:\Program Files (x86)\WiX Toolset v3.11\bin\pyro.exe
filtered	2-excluded-name	auth-filtered	start-menu	ARES Layout Help	C:\Program Files (x86)\Labcenter Electronics\Proteus 8 Professional\HELP\ARES.chm	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Proteus 8 Professional\ARES Layout Help.lnk
filtered	4-not-executable-target	auth-filtered	program-files	Live2D Cubism	http://link.live2d.com/product4_zh	D:\Program Files\Live2D Cubism 4.1\Live2D Cubism.url
kept	-	auth-kept	program-files	Windows Media Player Rich Preview Handler	C:\Program Files (x86)\Windows Media Player\wmprph.exe	C:\Program Files (x86)\Windows Media Player\wmprph.exe
kept	-	auth-kept	program-files	7-Zip GUI	C:\Program Files\Hypergryph Launcher\1.4.0\7zg.exe	C:\Program Files\Hypergryph Launcher\1.4.0\7zg.exe
kept	-	auth-kept	program-files	Organization Chart Wizard command line exe	C:\Program Files\Microsoft Office\root\Office16\ORGWIZ.EXE	C:\Program Files\Microsoft Office\root\Office16\ORGWIZ.EXE
kept	-	auth-kept	program-files	360安全卫士 系统修复图标扫描模块	C:\Program Files (x86)\360\360safe\360DeskAna64.exe	C:\Program Files (x86)\360\360safe\360DeskAna64.exe
kept	-	auth-kept	program-files	link	D:\Program Files\Git\usr\bin\link.exe	D:\Program Files\Git\usr\bin\link.exe
kept	-	auth-kept	program-files	Windows Subsystem for Linux Settings	C:\Program Files\WSL\wslsettings\wslsettings.exe	C:\Program Files\WSL\wslsettings\wslsettings.exe
filtered	2-excluded-name	auth-filtered	start-menu	Firefox 隐私浏览	C:\Program Files\Mozilla Firefox\private_browsing.exe	C:\ProgramData\Microsoft\Windows\Start Menu\Programs\Firefox 隐私浏览.lnk
filtered	4-not-executable-target	auth-filtered	start-menu	BSide Olivia Lin	steam://rungameid/4532590	C:\Users\17822\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Steam\BSide Olivia Lin.url
filtered	2-excluded-name	auth-filtered	program-files	迅游更新	C:\Program Files (x86)\yxq_nethelper\update.exe	C:\Program Files (x86)\yxq_nethelper\update.exe
kept	-	auth-kept	program-files	ftfy	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\ftfy.exe	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\ftfy.exe
filtered	2-excluded-name	auth-filtered	program-files	ASUS Update	C:\Program Files (x86)\ASUS\Update\AsusUpdate.exe	C:\Program Files (x86)\ASUS\Update\AsusUpdate.exe
kept	-	auth-kept	program-files	360安全卫士 网盾	C:\Program Files (x86)\360\360safe\safemon\WDPayPro.exe	C:\Program Files (x86)\360\360safe\safemon\WDPayPro.exe
kept	-	auth-kept	program-files	原神	D:\Program Files\Genshin Impact bilibili\1.18.0.380\HYPWorker.exe	D:\Program Files\Genshin Impact bilibili\1.18.0.380\HYPWorker.exe
filtered	2-excluded-name	auth-filtered	program-files	USBUninstall	C:\Program Files\ldplayer9box\USBUninstall.exe	C:\Program Files\ldplayer9box\USBUninstall.exe
kept	-	auth-kept	program-files	profiler	C:\Program Files\Android\Android Studio\bin\profiler.bat	C:\Program Files\Android\Android Studio\bin\profiler.bat
filtered	2-excluded-name	auth-filtered	program-files	LogHelper	C:\Program Files\ASUS\ARMOURY CRATE Service\UserExperienceImprovement\LogHelper.exe	C:\Program Files\ASUS\ARMOURY CRATE Service\UserExperienceImprovement\LogHelper.exe
kept	-	auth-kept	program-files	Cinema 4D Team Render Server	C:\Program Files\Maxon Cinema 4D 2024\Cinema 4D Team Render Server.exe	C:\Program Files\Maxon Cinema 4D 2024\Cinema 4D Team Render Server.exe
kept	-	auth-kept	program-files	SQL External minidumper	C:\Program Files (x86)\Microsoft SQL Server\160\Shared\SqlDumper.exe	C:\Program Files (x86)\Microsoft SQL Server\160\Shared\SqlDumper.exe
filtered	2-excluded-name	auth-filtered	program-files	Google Updater (x64)	C:\Program Files (x86)\Google\GoogleUpdater\152.0.7933.0\updater.exe	C:\Program Files (x86)\Google\GoogleUpdater\152.0.7933.0\updater.exe
kept	-	auth-kept	program-files	diff3	D:\Program Files\Git\usr\bin\diff3.exe	D:\Program Files\Git\usr\bin\diff3.exe
kept	-	auth-kept	program-files	scp	D:\Program Files\Git\usr\bin\scp.exe	D:\Program Files\Git\usr\bin\scp.exe
kept	-	auth-kept	program-files	uvicorn	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\uvicorn.exe	C:\Users\17822\AppData\Local\Programs\Python\Python310\Scripts\uvicorn.exe
kept	-	auth-kept	program-files	lstmtraining	C:\Program Files\Tesseract-OCR\lstmtraining.exe	C:\Program Files\Tesseract-OCR\lstmtraining.exe
kept	-	auth-kept	program-files	cp	D:\Program Files\Git\usr\bin\cp.exe	D:\Program Files\Git\usr\bin\cp.exe
kept	-	auth-kept	program-files	rebase	D:\Program Files\Git\usr\bin\rebase.exe	D:\Program Files\Git\usr\bin\rebase.exe
kept	-	auth-kept	program-files	sha384sum	D:\Program Files\Git\usr\bin\sha384sum.exe	D:\Program Files\Git\usr\bin\sha384sum.exe
kept	-	auth-kept	program-files	PROFILER Application	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\PROFILER.EXE	C:\Program Files (x86)\Microsoft SQL Server Management Studio 20\Common7\PROFILER.EXE
kept	-	auth-kept	program-files	groups	D:\Program Files\Git\usr\bin\groups.exe	D:\Program Files\Git\usr\bin\groups.exe
kept	-	auth-kept	program-files	docker-desktop	C:\Program Files\Docker\cli-plugins\docker-desktop.exe	C:\Program Files\Docker\cli-plugins\docker-desktop.exe
